Array Design Name	OSU-CCC Human and Mouse MicroRNA Microarray Version 3.0
Provider	Ewy Mathe(mathee@mail.nih.gov)
Comment[ArrayExpressAccession]	A-GEOD-8835
Comment[SecondaryAccession]	GPL8835
Comment[Description]	Array Manufacturer: Microarray Shared Resource, Comprehensive Cancer Center, The Ohio State University (OSU-CCC), Distribution: non-commercial, Technology: spotted oligonucleotide<br>Reporter Name = Oligo identifier<br>Reporter Database Entry [mirbase] = Registry name in Sanger's miRBase (http://microrna.sanger.ac.uk) LINK_PRE:http://microrna.sanger.ac.uk/cgi-bin/sequences/mirna_entry.pl?acc=<br>Comment[Contains_Mature_MiRNA] = Whether or not the oligo sequence contains the mature miRNA sequence<br>Reporter Group [organism] = Organism
Comment[SubmittedName]	OSU-CCC Human and Mouse MicroRNA Microarray Version 3.0
Comment[Organism]	Homo sapiens Mus musculus
Printing Protocol	Manufactured using GE Healthcare's CodeLink (TM) 3-D Gel Matrix Technology. CodeLink(tm) Activated Slides are designed to covalently immoblize amine-modified DNA for microarrays. The slides are coated with a 3-D surface chemistry comprised of a long-chain, hydrophilic polymer containing amine-reactive groups. This polymer is covalently crosslinked to itself and to the surface of the slide. The crosslinked polymer, combined with end-point attachment, orients the immobilized DNA, and holds it away from the surface of the slide. The 1x printing buffer consists of 50 mM sodium phosphate at pH 8.5. Codelink slides are manufactured by SurModics and were formally sold as 3D-Link(tm) Activated Slides. Microarrays are printed with an Omnigrid robotic arrayer by Genomic Solutions that is fitted with a printhead and 16 SMP3 print tips from Telechem. The microRNA microarray probe set is based on 40mer oligonucleotides from Sigma-Genosys. Oligonucleotide probes are distributed into 384-well polypropylene plates (Genetix, 384 micro array) and dissolved in print buffer (150mM sodium phosphate, pH 8.5, 4% sodium sulfate, 0.0001% N-lauryl sarcosyl) to a normalized 25 micromolar concentration. The miRNA microarray spot densities are 200 microns (center-to-center). The microarrays are printed on Codelink Activated Slide (PN300011)) and treated by a method that is an adaptation of the manufacturer's instructions to allow higher throughput processing.
Surface Type
Substrate Type
Term Source Name	mirbase
Comment[AdditionalFile:txt]	A-GEOD-8835_comments.txt

[main]
Reporter Name	Reporter Database Entry [mirbase]	Reporter Group [organism]
Hcd40_HPR145 left		
Hcd673 right		
Hcd633 right		
Hcd279 left		
Hcd827 right		
Hcd354 left		
Hcd355_HPR190 right		
Hcd833 right		
Hcd339_HPR98 right		
Hcd340 right		
Hcd113 right		
HPR158 right		
Hcd120 right		
MPR252 left		
Mcd60 left		
Mcd248 left		
Mcd372 left		
Mcd518 left		
Mcd517 left		
Mcd653 right		
Mcd618 left		
Mcd613 left		
Mcd597 left		
Mcd82 left		
Mcd261 left		
Mcd385 left		
MPR78 right		
MPR162 right		
Mcd187 right		
MPR152 left		
Mcd182 left		
Mcd356 left		
Mcd227 left		
MPR213 left		
MPR171_Mcd40 right		
MPR202_Mcd210 right		
Mcd41 right		
Mcd222 left		
Mcd640 right		
Mcd540 left		
hsa-mir-186-prec	hsa-miR-186	Homo sapiens
hsa-mir-190-prec	hsa-miR-190	Homo sapiens
hsa-mir-193-precNo1	hsa-mir-193a	Homo sapiens
hsa-mir-202-prec	hsa-miR-202	Homo sapiens
hsa-mir-204-precNo2	hsa-mir-204	Homo sapiens
hsa-mir-208-prec	hsa-miR-208a	Homo sapiens
hsa-mir-218-2-precNo1	hsa-miR-218-2*	Homo sapiens
hsa-mir-221-prec	hsa-miR-221	Homo sapiens
hsa-mir-224-prec	hsa-miR-224	Homo sapiens
mmu-mir-099b-precNo2	mmu-miR-99b	Mus musculus
mmu-mir-122a-precNo2	mmu-miR-122	Mus musculus
mmu-mir-125a-prec	mmu-mir-125a	Mus musculus
mmu-mir-29b-1No1	mmu-miR-29b	Mus musculus
mmu-mir-124a-2No1	mmu-mir-124-2	Mus musculus
mmu-mir-130aNo1	mmu-miR-130a	Mus musculus
mmu-mir-291No1	mmu-mir-291a	Mus musculus
mmu-mir-295No1	mmu-miR-295	Mus musculus
mmu-mir-323No1	mmu-mir-323	Mus musculus
mmu-mir-329No1	mmu-miR-329	Mus musculus
mmu-mir-148bNo1	mmu-miR-148b	Mus musculus
mmu-mir-133bNo1	mmu-miR-133b	Mus musculus
MPR168_Mcd215 left		
MPR184_Mcd355 left		
hsa-mir-18bNo2	hsa-miR-18b*	Homo sapiens
hsa-mir-146bNo2	hsa-mir-146b	Homo sapiens
hsa-mir-193bNo2	hsa-miR-193b*	Homo sapiens
hsa-mir-365-2No2	hsa-mir-365-2	Homo sapiens
hsa-mir-376bNo1	hsa-miR-376b	Homo sapiens
hsa-mir-378No1	hsa-miR-378*	Homo sapiens
hsa-mir-412No1	hsa-miR-412	Homo sapiens
hsa-mir-423No1	hsa-mir-423	Homo sapiens
hsa-mir-425No1	hsa-miR-425*	Homo sapiens
hsa-mir-450-2No2	hsa-mir-450a-2	Homo sapiens
hsa-mir-452*	hsa-miR-452	Homo sapiens
hsa-mir-455No2	hsa-mir-455	Homo sapiens
Hcd874 left		
Hcd418 left		
Hcd419 left		
Hcd567 left		
Hcd427 left		
Hcd875 left		
Hcd887 left		
Hcd920 left		
Hcd538 left		
Hcd77 left		
Hcd468 left		
Hcd469 left		
HPR170 right		
Hcd86 left		
Hcd273 left		
Hcd787 left		
HPR262 right		
Hcd476 right		
Hcd91 right		
HPR132 left		
Hcd616 right		
HPR189 right		
Hcd923 right		
Hcd56 right		
Hcd434 right		
Hcd658 right		
Hcd486 right		
Hcd734 right		
Hcd514 right		
Hcd729 left		
Hcd691 left		
Hcd140 left		
Hcd692 left		
Hcd363 right		
Hcd698 right		
Hcd520 right		
Hcd24_HPR133 left		
Hcd409 left		
HPR110 left		
Hcd814 left		
Hcd193 left		
HPR206 left		
Hcd559 right		
Hcd851 left		
Hcd852 left		
Hcd752 left		
Hcd424 left		
Hcd758 right		
Mcd437 right		
Mcd580 right		
Mcd441 right		
Mcd521 left		
Mcd520 left		
Mcd673 left		
Mcd366 right		
Mcd549 right		
Mcd73 right		
MPR167_Mcd254 right		
Mcd267 right		
Mcd270 right		
MPR237 right		
Mcd423 right		
Mcd199 right		
Mcd273 right		
Mcd534 right		
Mcd154 right		
Mcd531 right		
Mcd705 left		
Mcd600 left		
Mcd455 right		
MPR158 Mcd546 right		
Mcd174 right		
MPR95 right		
Mcd95 left		
Mcd257 left		
MPR228 left		
Mcd574 left		
MPR230 left		
Mcd563 right		
Mcd281 right		
MPR174 right		
Mcd190 left		
Mcd193 left		
MPR235 right		
MUSTRNAH		
ath-MIR156aNo1		
ath-MIR180aNo1		
hsa-let-7g-precNo1	hsa-let-7g	Homo sapiens
hsa-mir-007-1-prec	hsa-miR-7	Homo sapiens
hsa-mir-007-3-precNo2	hsa-miR-7	Homo sapiens
hsa-mir-016b-chr3	hsa-miR-16	Homo sapiens
hsa-mir-019a-prec	hsa-miR-19a	Homo sapiens
hsa-mir-021-prec-17No1	hsa-miR-21	Homo sapiens
hsa-mir-029a-2No2	hsa-miR-29a*	Homo sapiens
hsa-mir-030b-precNo1	hsa-miR-30b	Homo sapiens
hsa-mir-030d-precNo2	hsa-miR-30d	Homo sapiens
mmu-mir-129-2No1	mmu-mir-129-2	Mus musculus
mmu-mir-298No1	mmu-miR-298	Mus musculus
mmu-let-7c-1No1	mmu-let-7c	Mus musculus
mmu-let-7f-2No1	mmu-let-7f	Mus musculus
mmu-mir-18No1	mmu-mir-18a	Mus musculus
mmu-mir-351No1	mmu-miR-351	Mus musculus
mmu-mir-218-1No1	mmu-mir-218-1	Mus musculus
Mcd115 right		
Mcd120 right		
MPR243 right		
hsa-mir-181b-1No1	hsa-miR-181b	Homo sapiens
hsa-mir-194-2No1	hsa-miR-194	Homo sapiens
hsa-mir-21No1	hsa-miR-21	Homo sapiens
hsa-mir-339No1	hsa-mir-339	Homo sapiens
hsa-mir-34bNo1	hsa-miR-34b*	Homo sapiens
hsa-let-7iNo2	hsa-let-7i*	Homo sapiens
hsa-mir-194-1No2	hsa-mir-194-1	Homo sapiens
hsa-mir-196bNo2	hsa-mir-196b	Homo sapiens
hsa-mir-26a-1No2	hsa-miR-26a-1*	Homo sapiens
hsa-mir-34aNo2	hsa-mir-34a	Homo sapiens
hsa-mir-374No2	hsa-miR-374a*	Homo sapiens
hsa-mir-520fNo2	hsa-mir-520f	Homo sapiens
hsa-mir-520hNo2	hsa-mir-520h	Homo sapiens
hsa-mir-521-2No2	hsa-mir-521-2	Homo sapiens
hsa-mir-527No2	hsa-mir-527	Homo sapiens
mmu-mir-297-2No2	mmu-mir-297a-2	Mus musculus
mmu-mir-363No2	mmu-mir-363	Mus musculus
mmu-mir-378No2	mmu-miR-378	Mus musculus
mmu-mir-3803p	mmu-miR-380-3p	Mus musculus
mmu-mir-383No1	mmu-miR-383	Mus musculus
mmu-mir-431No2	mmu-miR-431*	Mus musculus
mmu-mir-4343p	mmu-mir-434	Mus musculus
mmu-mir-449No2	mmu-mir-449a	Mus musculus
HPR181 left		
Hcd879 left		
Hcd61 left		
Hcd511 right		
Hcd359 right		
Hcd529 right		
Hcd174 left		
Hcd546_HPR161 left		
Hcd196 left		
Hcd894 right		
Hcd448 left		
Hcd451 left		
HPR129 right		
Hcd941 right		
Hcd644_HPR241 right		
Hcd397 left		
hsa_mir_490_Hcd20 right	hsa-miR-490-3p	Homo sapiens
Hcd948 right		
Hcd815 right		
Hcd816 right		
Hcd92 right		
Hcd654 left		
Hcd96 right		
Hcd821 right		
Hcd8 left		
Hcd11 right		
Hcd542 right		
HPR220 right		
Hcd748 right		
Hcd569 right		
Hcd41 right		
Hcd214 left		
HPR143 left		
Hcd366 left		
Hcd68 left		
Hcd599 left		
Hcd831 right		
Hcd127 right		
Hcd128_HPR240 right		
HPR197 right		
Hcd676 right		
HPR140 right		
Mcd410_Mcd598_Mcd413 left		
Mcd626 left		
Mcd247 left		
Mcd446 right		
Mcd61 right		
Mcd449 right		
Mcd683 left		
Mcd132 right		
Mcd512 left		
Mcd612 left		
MPR239 left		
Mcd459 left		
Mcd263 left		
Mcd230 left		
Mcd568 right		
Mcd378 left		
Mcd289 left		
MPR222 left		
Mcd408 right		
Mcd412 right		
MPR119_Mcd25 right		
Mcd19 left		
MPR255 left		
MPR130 right		
MPR177_Mcd213 left		
MPR258_Mcd216 left		
MPR161_Mcd219 left		
MPR81 left		
Mcd519 left		
Mcd668 right		
hsa-mir-195-prec	hsa-miR-195	Homo sapiens
hsa-mir-196-2-precNo2	hsa-miR-196a	Homo sapiens
hsa-mir-199a-2-prec	hsa-mir-199a-2	Homo sapiens
hsa-mir-212-precNo1	hsa-miR-212	Homo sapiens
hsa-mir-214-prec	hsa-miR-214	Homo sapiens
hsa-mir-216-precNo2	hsa-miR-216a	Homo sapiens
mmu-mir-001b-prec	mmu-mir-1	Mus musculus
mmu-mir-010b-prec	mmu-miR-10b	Mus musculus
mmu-mir-030b-prec	mmu-miR-30b	Mus musculus
mmu-mir-128-precNo1	mmu-miR-128	Mus musculus
mmu-mir-130-prec	mmu-miR-130a	Mus musculus
mmu-mir-134-precNo1	mmu-mir-134	Mus musculus
mmu-mir-133a-1No1	mmu-miR-133a	Mus musculus
mmu-mir-194-1No1	mmu-mir-194-1	Mus musculus
mmu-mir-148aNo1	mmu-miR-148a	Mus musculus
mmu-mir-29aNo1	mmu-miR-29a	Mus musculus
mmu-mir-92-2No1	mmu-miR-92a	Mus musculus
mmu-mir-342No1	mmu-mir-342	Mus musculus
mmu-mir-107No1	mmu-miR-107	Mus musculus
mmu-mir-200cNo1	mmu-miR-200c	Mus musculus
Mcd127 left		
MPR231_Mcd128 left		
Mcd504 left		
hsa-mir-329-1No2	hsa-mir-329-1	Homo sapiens
hsa-mir-361No2	hsa-miR-361-3p	Homo sapiens
hsa-mir-363No2	hsa-miR-363*	Homo sapiens
hsa-mir-380-5p	hsa-miR-380*	Homo sapiens
hsa-mir-382	hsa-miR-382	Homo sapiens
hsa-mir-409-5p	hsa-miR-409-5p	Homo sapiens
hsa-mir-431No1	hsa-miR-431	Homo sapiens
hsa-mir-433No1	hsa-miR-433	Homo sapiens
hsa-mir-449No1	hsa-miR-449a	Homo sapiens
hsa-mir-485-5p	hsa-mir-485	Homo sapiens
hsa-mir-487No2	hsa-mir-487a	Homo sapiens
hsa-mir-489No2	hsa-mir-489	Homo sapiens
Hcd420 left		
Hcd860 left		
Hcd44 left		
HPR127 left		
Hcd882 left		
Hcd184 left		
Hcd461 left		
Hcd456 left		
Hcd457 left		
Hcd918 left		
Hcd588 left		
Hcd227 left		
Hcd88_HPR103 left		
Hcd786 left		
Hcd89 left		
Hcd274_HPR201 right		
Hcd608 right		
Hcd275 right		
Hcd116 right		
Hcd791 right		
Hcd619 right		
Hcd924 right		
HPR178 right		
Hcd789 right		
Hcd501 right		
Hcd684 right		
Hcd685 right		
Hcd731 left		
Hcd360 left		
Hcd139 left		
Hcd694 right		
Hcd842 right		
Hcd696 right		
Hcd521 right		
Hcd367 right		
Hcd524 right		
Hcd782 left		
Hcd413 left		
Hcd191PO_HPR10 left		
HPR216 left		
HPR271 right		
Hcd33 left		
Hcd199 left		
Hcd423 left		
Hcd854 left		
Hcd425 right		
Hcd757 right		
Hcd426 left		
Mcd246 right		
Mcd584 right		
MPR146_Mcd59 left		
MPR242 left		
Mcd287 left		
Mcd279 right		
Mcd474 right		
Mcd308 right		
Mcd466 right		
Mcd471 right		
Mcd567 right		
MPR109 Mcd37 right		
Mcd197 right		
Mcd680 right		
MPR133 right		
MPR143 left		
Mcd643 right		
Mcd532 right		
Mcd265 left		
Mcd251 left		
Mcd67 left		
Mcd406 left		
Mcd609 left		
Mcd605 left		
Mcd593 left		
Mcd453 right		
Mcd589 right		
MPR140_Mcd50 left		
Mcd635 left		
Mcd594 left		
Mcd622 right		
MPR198_Mcd274 right		
Mcd429 left		
Mcd557 right		
Mcd578 right		
Mcd617 left		
hsa-mir-032-precNo2	hsa-miR-32	Homo sapiens
hsa-mir-034-precNo2	hsa-miR-34a*	Homo sapiens
hsa-mir-093-prec-7.1=093-1	hsa-miR-93	Homo sapiens
hsa-mir-106-prec-X	hsa-miR-106a	Homo sapiens
hsa-mir-123-precNo2	hsa-miR-126	Homo sapiens
hsa-mir-125a-precNo1	hsa-mir-125a	Homo sapiens
hsa-mir-133a-1	hsa-miR-133a	Homo sapiens
hsa-mir-135-1-prec	hsa-miR-135a	Homo sapiens
hsa-mir-137-prec	hsa-miR-137	Homo sapiens
hsa-mir-149-prec	hsa-miR-149	Homo sapiens
hsa-mir-152-precNo2	hsa-mir-152	Homo sapiens
hsa-mir-154-prec1No1	hsa-miR-154	Homo sapiens
mmu-mir-15bNo2	mmu-miR-15b*	Mus musculus
mmu-mir-135a-2No2	mmu-mir-135a-2	Mus musculus
mmu-mir-34bNo2	mmu-mir-34b	Mus musculus
mmu-mir-30c-1No2	mmu-miR-30c-1*	Mus musculus
mmu-mir-196a-1No2	mmu-mir-196a-1	Mus musculus
mmu-mir-26a-1No2	mmu-mir-26a-1	Mus musculus
mmu-mir-93No2	mmu-miR-93*	Mus musculus
mmu-mir-321No2	mmu-mir-321	Mus musculus
mmu-mir-7-1No2	mmu-miR-7a*	Mus musculus
hsa-mir-101-1No1	hsa-miR-101	Homo sapiens
hsa-mir-1-2No1	hsa-miR-1	Homo sapiens
hsa-mir-148aNo1	hsa-miR-148a	Homo sapiens
hsa-mir-331No1	hsa-mir-331	Homo sapiens
hsa-mir-342No1	hsa-mir-342	Homo sapiens
hsa-mir-370No1	hsa-miR-370	Homo sapiens
hsa-mir-29b-1No2	hsa-miR-29b-1*	Homo sapiens
hsa-mir-302cNo2	hsa-miR-302c*	Homo sapiens
hsa-mir-324No2	hsa-mir-324	Homo sapiens
mmu-mir-451No2	mmu-miR-451	Mus musculus
mmu-mir-463No2	mmu-miR-463	Mus musculus
mmu-mir-465No2	mmu-miR-465a-3p	Mus musculus
Hcd612 left		
Hcd613 left		
Hcd876 left		
Hcd681_HPR130left		
Hcd723 left		
Hcd136 left		
Hcd149 left		
Hcd372 left		
Hcd845 left		
Hcd576 left		
Hcd376 right		
Hcd38_HPR49right		
Hcd453 left		
Hcd897 left		
Hcd898 left		
Hcd70 right		
Hcd72 right		
Hcd256 right		
Hcd596 left		
Hcd260 left		
Hcd460 left		
Hcd264 left		
Hcd267 left		
Hcd471 left		
Hcd822 right		
Hcd955 right		
Hcd657 right		
HPR263 right		
Hcd100 left		
Hcd665 right		
Hcd327 left		
Hcd491 Hcd18 right		
Hcd662 left		
Hcd492 left		
Hcd671 left		
Hcd109 right		
Hcd600 right		
HPR167 left		
Hcd470 right		
HNC16_3 left		
Hcd935 left		
Hcd134 left		
Hcd163PO left		
Hcd881 left		
Hcd21 right		
Hcd182 right		
Hcd186PO right		
Hcd929 right		
MPR172 left		
Mcd477 right		
Mcd560 left		
MPR135 left		
Mcd184 left		
MPR128 left		
Mcd467 left		
Mcd645 left		
Mcd649 left		
Mcd109 right		
Mcd669 right		
Mcd492 right		
Mcd386 right		
Mcd20 left		
Mcd404 left		
Mcd359 left		
Mcd711 right		
Mcd533 right		
Mcd630 right		
Mcd527 left		
Mcd371 right		
Mcd360 left		
Mcd690 left		
Mcd361 left		
Mcd325 left		
Mcd327 left		
Mcd475 left		
Mcd684 right		
Mcd501 right		
Mcd12 right		
Mcd168 right		
Mcd395 right		
Mcd8 left		
Mcd311 right		
Mcd312 right		
Mcd93 right		
mmu-mir-136-prec	mmu-miR-136	Mus musculus
mmu-mir-141-prec	mmu-miR-141	Mus musculus
mmu-mir-145-prec	mmu-miR-145	Mus musculus
mmu-mir-187-prec	mmu-miR-187	Mus musculus
mmu-mir-191-prec	mmu-miR-191	Mus musculus
mmu-mir-195-prec	mmu-miR-195	Mus musculus
mmu-mir-214-prec	mmu-miR-214	Mus musculus
mmu-mir-217-precNo1	mmu-miR-217	Mus musculus
mmu-mir-219-precNo1	mmu-miR-219	Mus musculus
mmu-mir-1-1No2	mmu-mir-1-1	Mus musculus
mmu-mir-124a-1No2	mmu-miR-124*	Mus musculus
mmu-mir-128aNo2	mmu-mir-128-1	Mus musculus
mmu-mir-200bNo2	mmu-miR-200b*	Mus musculus
mmu-mir-294No2	mmu-miR-294*	Mus musculus
mmu-mir-302No2	mmu-miR-302a*	Mus musculus
mmu-mir-322No2	mmu-miR-322	Mus musculus
mmu-mir-328No2	mmu-mir-328	Mus musculus
mmu-mir-337No2	mmu-mir-337	Mus musculus
mmu-mir-128bNo2	mmu-mir-128-2	Mus musculus
Mcd499 right		
Mcd333 right		
hsa-mir-491No1	hsa-mir-491	Homo sapiens
hsa-mir-493No1	hsa-miR-493*	Homo sapiens
hsa-mir-495No1	hsa-miR-495	Homo sapiens
hsa-mir-503No1	hsa-miR-503	Homo sapiens
hsa-mir-505No1	hsa-miR-505	Homo sapiens
hsa-mir-507No1	hsa-miR-507	Homo sapiens
hsa-mir-513-2No1	hsa-mir-513a-2	Homo sapiens
hsa-mir-514-2&3No1	hsa-miR-514	Homo sapiens
hsa-mir-515-25p	hsa-miR-515-5p	Homo sapiens
hsa-mir-518a-1*	hsa-miR-527	Homo sapiens
hsa-mir-518bNo1	hsa-miR-518b	Homo sapiens
hsa-mir-518d/526a	hsa-mir-518d	Homo sapiens
Hcd232 right		
Hcd429 left		
Hcd430 left		
Hcd49_HPR152 left		
Hcd575 Hcd766 left		
Hcd433 Hcd577 left		
Hcd51 right		
Hcd53 right		
HPR165 right		
Hcd439 right		
Hcd57_HPR192 right		
Hcd583 right		
Hcd793 left		
Hcd519 left		
Hcd794 right		
Hcd624 left		
HPR147 left		
Hcd281 left		
Hcd627 left		
Hcd579_HPR252 right		
Hcd582 left		
Hcd605 right		
Hcd609 right		
Hcd802 right		
HPR234 left		
Hcd147 left		
Hcd703 right		
Hcd530 right		
HPR226 right		
Hcd726 left		
Hcd535 left		
Hcd739 right		
HPR232 right		
Hcd892 left		
HPR221 left		
Hcd759 left		
HNC19_6 right		
Hcd880 right		
Hcd405 right		
Hcd474 right		
HPR239 right		
Hcd237 right		
Hcd674 right		
HPR191 right		
Hcd675 left		
Hcd978 left		
Hcd504 left		
Hcd678 left		
Mcd420 left		
Mcd419 left		
Mcd417 left		
MPR93 Mcd38 left		
MPR113 Mcd301 left		
MPR233 left		
Mcd438 left		
Mcd92 left		
MPR241 Mcd579 right		
Mcd102 left		
Mcd662 right		
MPR157_Mcd101 right		
Mcd632 right		
Mcd601 left		
Mcd629 right		
Mcd158 left		
Mcd716 right		
Mcd156 right		
MPR236 right		
Mcd233 right		
MPR209 left		
Mcd21 left		
MPR43 right		
Mcd162 right		
Mcd608 right		
Mcd91 right		
Mcd619 right		
Mcd523 right		
Mcd322 right		
Mcd323 right		
MPR102 Mcd123 right		
MPR144 Mcd121 right		
MPR240 left		
MPR253 right		
MPR141 right		
Mcd676 right		
hsa-mir-098-prec-X	hsa-miR-98	Homo sapiens
hsa-mir-100-1/2-prec	hsa-miR-100	Homo sapiens
hsa-mir-102-prec-1	hsa-miR-29b	Homo sapiens
hsa-mir-125b-2-precNo2	hsa-miR-125b	Homo sapiens
hsa-mir-128b-precNo1	hsa-miR-128	Homo sapiens
hsa-mir-130a-precNo1	hsa-miR-130a*	Homo sapiens
hsa-mir-140No1	hsa-mir-140	Homo sapiens
hsa-mir-142-prec	hsa-mir-142	Homo sapiens
hsa-mir-145-prec	hsa-miR-145	Homo sapiens
hsa-mir-181a-precNo2	hsa-miR-181a-2*	Homo sapiens
hsa-mir-181c-precNo2	hsa-mir-181c	Homo sapiens
hsa-mir-183-precNo2	hsa-miR-183*	Homo sapiens
mmu-mir-129-1No2	mmu-mir-129-1	Mus musculus
mmu-mir-290No2	mmu-mir-290	Mus musculus
mmu-mir-297-1No2	mmu-mir-297a-1	Mus musculus
mmu-let-7bNo2	mmu-let-7b*	Mus musculus
mmu-let-7f-1No2	mmu-let-7f*	Mus musculus
mmu-mir-16-2No2	mmu-mir-16-2	Mus musculus
mmu-mir-346No2	mmu-mir-346	Mus musculus
mmu-mir-10a-2No2	mmu-mir-10a	Mus musculus
mmu-mir-139No2	mmu-mir-139	Mus musculus
mmu-mir-196bNo2	mmu-mir-196b	Mus musculus
Mcd506 left		
MPR120_Mcd351 right		
hsa-mir-29b-1No1	hsa-miR-29b	Homo sapiens
hsa-mir-302cNo1	hsa-miR-302c	Homo sapiens
hsa-mir-324No1	hsa-mir-324	Homo sapiens
hsa-mir-101-1No2	hsa-miR-101*	Homo sapiens
hsa-mir-1-2No2	hsa-mir-1-2	Homo sapiens
hsa-mir-148aNo2	hsa-miR-148a*	Homo sapiens
hsa-mir-331No2	hsa-mir-331	Homo sapiens
hsa-mir-342No2	hsa-mir-342	Homo sapiens
hsa-mir-370No2	hsa-mir-370	Homo sapiens
mmu-mir-467No2	mmu-miR-467a	Mus musculus
mmu-mir-470No1	mmu-miR-470	Mus musculus
mmu-mir-483No1	mmu-miR-483*	Mus musculus
Hcd646 left		
Hcd636 right		
Hcd950 right		
Hcd725 left		
Hcd142 left		
Hcd697 left		
Hcd438 left		
Hcd243 left		
Hcd230 left		
Hcd541 right		
Hcd903 right		
HPR269 right		
Hcd899 left		
Hcd67 right		
Hcd254_HPR171 right		
Hcd257 right		
Hcd595 right		
Hcd459 right		
Hcd907 left		
HPR154 left		
Hcd598 left		
Hcd270 left		
HPR248 left		
Hcd84 left		
Hcd956 right		
Hcd484 right		
Hcd958 right		
Hcd666 left		
Hcd667 left		
Hcd489 left		
Hcd101_HPR160 left		
Hcd320 left		
Hcd669 left		
Hcd962 left		
Hcd645 left		
Hcd649 left		
Hcd288_HPR87 left		
Hcd307 left		
Hcd755 left		
Hcd154 left		
Hcd889 left		
Hcd2 left		
Hcd403 right		
Hcd900 left		
Hcd904 left		
Hcd411 right		
Hcd187 right		
Hcd188PO right		
Mcd457 left		
Mcd76 right		
Mcd381 left		
Mcd55 left		
Mcd473 left		
Mcd469 left		
Mcd652_Mcd658 left		
Mcd486 left		
MPR247 Mcd328 right		
MPR127 right		
Mcd51 right		
Mcd242 left		
Mcd330 right		
Mcd642 right		
Mcd231 left		
Mcd425 left		
Mcd566 left		
Mcd698 left		
MPR4 right		
Mcd696 left		
Mcd363 left		
Mcd692 left		
Mcd141 right		
Mcd84 left		
Mcd607 left		
MPR104_Mcd88 right		
Mcd196 right		
Mcd398 right		
Mcd650 right		
Mcd387 right		
Mcd542 right		
Mcd86 right		
MPR183 right		
Mcd674 left		
MPR105_Mcd536 right		
MPR89_Mcd288 right		
mmu-mir-151-prec	mmu-miR-151-3p	Mus musculus
mmu-mir-155-prec	mmu-miR-155	Mus musculus
mmu-mir-183-precNo2	mmu-miR-183	Mus musculus
mmu-mir-200a-precNo2	mmu-miR-200b*	Mus musculus
mmu-mir-203-precNo2	mmu-miR-203	Mus musculus
mmu-mir-207-prec	mmu-miR-207	Mus musculus
mmu-mir-222-prec	mmu-miR-222	Mus musculus
mmu-mir-24-2No2	mmu-miR-24-2*	Mus musculus
mmu-mir-19b-2No2	mmu-mir-19b-2	Mus musculus
mmu-mir-23aNo2	mmu-mir-23a	Mus musculus
mmu-mir-92-1No2	mmu-mir-92a-1	Mus musculus
mmu-mir-341No2	mmu-mir-341	Mus musculus
mmu-mir-101bNo2	mmu-mir-101b	Mus musculus
mmu-mir-25No2	mmu-mir-25	Mus musculus
hsa-mir-497No1	hsa-miR-497	Homo sapiens
hsa-mir-499No1	hsa-mir-499	Homo sapiens
hsa-mir-501No1	hsa-miR-501-5p	Homo sapiens
hsa-mir-509No1	hsa-mir-509-3	Homo sapiens
hsa-mir-511-1No1	hsa-miR-511	Homo sapiens
hsa-mir-512-1&25p	hsa-mir-512-2	Homo sapiens
hsa-mir-516-2No1	hsa-mir-516a-2	Homo sapiens
hsa-mir-516-45p	hsa-miR-516b	Homo sapiens
hsa-mir-517b*	hsa-miR-517*	Homo sapiens
hsa-mir-518f*	hsa-miR-518f*	Homo sapiens
hsa-mir-519a-2No1	hsa-miR-519a	Homo sapiens
hsa-mir-519c/526c	hsa-mir-519c	Homo sapiens
Hcd234_HPR15 left		
Hcd573 left		
Hcd765 left		
Hcd870 left		
Hcd768 right		
HPR126 right		
Hcd872 right		
Hcd437 right		
Hcd770 left		
Hcd58 left		
Hcd247 left		
HPR267 left		
Hcd540 right		
Hcd795 right		
Hcd194 right		
Hcd626 left		
Hcd240 left		
HPR245 left		
Hcd590 right		
Hcd801 right		
Hcd936 right		
Hcd670 left		
Hcd938 left		
Hcd290_HPR155 left		
Hcd745 right		
Hcd526 right		
Hcd705PO_HPR32 left		
Hcd946 right		
Hcd711 left		
Hcd750 left		
Hcd715 right		
Hcd769 left		
HPR266 left		
Hcd385 left		
Hcd166 left		
Hcd387 left		
Hcd452 right		
Hcd410 right		
Hcd850 right		
Hcd50_HPR142 right		
Hcd95 right		
Hcd886 right		
HPR254 left		
HPR251 left		
Hcd977 left		
Hcd964 right		
HPR157 left		
Hcd350 left		
Mcd34 left		
MPR108_Mcd28 left		
Mcd541 left		
MPR70 Mcd465 left		
Mcd264 left		
Mcd243 left		
Mcd285 right		
MPR250 left		
Mcd99 left		
Mcd320 right		
Mcd483 right		
MPR200 right		
Mcd628 right		
Mcd383 right		
MPR215 right		
Mcd293 right		
MPR155 Mcd49 left		
MPR189 right		
Mcd64 left		
Mcd432 left		
mmu-mir-146_Mcd611 left		
Mcd177 right		
MPR65 right		
Mcd188 left		
Mcd700 right		
Mcd368 right		
Mcd145 right		
Mcd96 right		
Mcd514 right		
MPR121 right		
Mcd509 right		
MPR163 right		
Mcd340 right		
Mcd71 right		
MPR114 right		
Mcd113 right		
HSHELA01		
HUMTRMI No1		
HUMTRV1A		
hsa-let-7a-2-precNo1	hsa-let-7a-2	Homo sapiens
